Source,Target
374623305761,134512156591701
374623305761,33527980284
374623305761,54971236771
374623305761,36786020343
374623305761,86505458090
382651265048,119164799807
382651265048,171829429505534
382651265048,125275167524338
382651265048,54971236771
382651265048,395013845897
92273036483,148497274119
92273036483,519024461482574
92273036483,33527980284
92273036483,374623305761
92273036483,57242657138
92273036483,134512156591701
92273036483,191575794205863
92273036483,115589531820707
92273036483,338122981393
92273036483,86505458090
92273036483,267875289901288
92273036483,133468870046835
92273036483,227576127339868
92273036483,118107518236480
92273036483,171829429505534
92273036483,168170833215856
92273036483,79119377085
92273036483,119164799807
92273036483,125275167524338
92273036483,79209882917
92273036483,234624980942
92273036483,164355242867
92273036483,110938085622842
92273036483,118399218208571
92273036483,395013845897
92273036483,104993236239824
92273036483,120550918010950
92273036483,54971236771
92273036483,8261258923
92273036483,36786020343
125275167524338,171829429505534
125275167524338,92273036483
125275167524338,382651265048
267875289901288,374623305761
267875289901288,583316525026417
267875289901288,54971236771
267875289901288,168170833215856
267875289901288,86505458090
86505458090,118107518236480
86505458090,120550918010950
86505458090,33527980284
86505458090,92273036483
86505458090,164355242867
86505458090,173138816082240
86505458090,120100478009378
86505458090,79209882917
86505458090,171829429505534
86505458090,133170063414878
86505458090,104993236239824
86505458090,112998395413629
86505458090,168170833215856
86505458090,338122981393
86505458090,115589531820707
86505458090,191575794205863
86505458090,234624980942
86505458090,133468870046835
86505458090,8261258923
86505458090,395013845897
86505458090,134512156591701
86505458090,57242657138
86505458090,267875289901288
86505458090,202876413112285
86505458090,110938085622842
86505458090,374623305761
86505458090,54971236771
234624980942,631116826990989
234624980942,343098042393044
234624980942,168170833215856
234624980942,33527980284
234624980942,171829429505534
234624980942,133468870046835
234624980942,86505458090
234624980942,125275167524338
234624980942,25618454345
234624980942,267875289901288
234624980942,36786020343
234624980942,110938085622842
234624980942,148497274119
234624980942,132487270122267
234624980942,395013845897
234624980942,134512156591701
234624980942,125925117441499
234624980942,122098681161930
234624980942,115589531820707
234624980942,338122981393
234624980942,374623305761
234624980942,118107518236480
234624980942,118399218208571
234624980942,290094756726
234624980942,154478180006
234624980942,8261258923
234624980942,112998395413629
234624980942,92273036483
234624980942,106757492152
234624980942,382651265048
234624980942,57242657138
234624980942,119164799807
234624980942,54971236771
133468870046835,191575794205863
133468870046835,374623305761
133468870046835,395013845897
133468870046835,148497274119
133468870046835,115589531820707
133468870046835,134512156591701
133468870046835,132487270122267
133468870046835,234624980942
133468870046835,8261258923
133468870046835,54971236771
133468870046835,267875289901288
133468870046835,338122981393
133468870046835,86505458090
338122981393,57242657138
338122981393,631116826990989
338122981393,519024461482574
338122981393,161692063946619
338122981393,191575794205863
338122981393,79119377085
338122981393,247461518687871
338122981393,110938085622842
338122981393,168170833215856
338122981393,125925117441499
338122981393,234624980942
338122981393,134512156591701
338122981393,148497274119
338122981393,133468870046835
338122981393,374623305761
338122981393,382651265048
338122981393,154478180006
338122981393,8261258923
338122981393,118399218208571
338122981393,267875289901288
338122981393,54971236771
338122981393,33527980284
338122981393,86505458090
338122981393,395013845897
338122981393,115589531820707
33527980284,115589531820707
33527980284,79209882917
33527980284,57242657138
33527980284,395013845897
33527980284,267875289901288
33527980284,118107518236480
33527980284,191575794205863
33527980284,110938085622842
33527980284,343098042393044
33527980284,247461518687871
33527980284,171829429505534
33527980284,54971236771
118107518236480,191575794205863
118107518236480,150102578365954
118107518236480,79119377085
118107518236480,120550918010950
118107518236480,79209882917
118107518236480,120100478009378
118107518236480,112998395413629
118107518236480,132487270122267
118107518236480,110938085622842
118107518236480,122098681161930
118107518236480,106757492152
118107518236480,57242657138
118107518236480,171829429505534
118107518236480,290094756726
118107518236480,118399218208571
118107518236480,154478180006
118107518236480,338122981393
118107518236480,125925117441499
118107518236480,133468870046835
118107518236480,234624980942
118107518236480,92273036483
118107518236480,382651265048
118107518236480,134512156591701
118107518236480,395013845897
118107518236480,115589531820707
118107518236480,168170833215856
118107518236480,374623305761
118107518236480,148497274119
118107518236480,86505458090
118107518236480,54971236771
118107518236480,8261258923
118107518236480,36786020343
118107518236480,267875289901288
118107518236480,33527980284
118107518236480,125275167524338
118399218208571,110938085622842
118399218208571,120550918010950
118399218208571,8261258923
118399218208571,382651265048
118399218208571,119164799807
118399218208571,54971236771
118399218208571,338122981393
118399218208571,171829429505534
8261258923,133468870046835
8261258923,332085313573553
8261258923,92273036483
8261258923,118399218208571
8261258923,36786020343
8261258923,120550918010950
8261258923,54971236771
8261258923,110938085622842
8261258923,79119377085
290094756726,8261258923
290094756726,54971236771
290094756726,395013845897
290094756726,92273036483
290094756726,106757492152
171829429505534,519024461482574
171829429505534,79209882917
171829429505534,25618454345
171829429505534,86505458090
171829429505534,267875289901288
171829429505534,382651265048
171829429505534,92273036483
171829429505534,125275167524338
171829429505534,118107518236480
171829429505534,154478180006
171829429505534,118399218208571
171829429505534,8261258923
171829429505534,290094756726
171829429505534,57242657138
171829429505534,106757492152
171829429505534,122098681161930
171829429505534,110938085622842
171829429505534,36786020343
171829429505534,168170833215856
171829429505534,54971236771
171829429505534,338122981393
171829429505534,115589531820707
171829429505534,33527980284
57242657138,86505458090
57242657138,54971236771
57242657138,168170833215856
57242657138,519024461482574
57242657138,173138816082240
57242657138,191575794205863
57242657138,171829429505534
57242657138,104993236239824
57242657138,115589531820707
57242657138,395013845897
122098681161930,202876413112285
122098681161930,86505458090
122098681161930,8261258923
122098681161930,395013845897
122098681161930,115589531820707
122098681161930,338122981393
122098681161930,234624980942
122098681161930,267875289901288
122098681161930,374623305761
122098681161930,54971236771
122098681161930,33527980284
122098681161930,120100478009378
110938085622842,191575794205863
110938085622842,168170833215856
110938085622842,133468870046835
110938085622842,267875289901288
110938085622842,134512156591701
110938085622842,234624980942
110938085622842,374623305761
110938085622842,115589531820707
110938085622842,54971236771
110938085622842,338122981393
110938085622842,332085313573553
110938085622842,86505458090
110938085622842,395013845897
110938085622842,79119377085
110938085622842,8261258923
36786020343,374623305761
36786020343,247461518687871
36786020343,33527980284
36786020343,119164799807
36786020343,395013845897
36786020343,110938085622842
36786020343,92273036483
36786020343,118107518236480
36786020343,125275167524338
36786020343,8261258923
168170833215856,583316525026417
168170833215856,122098681161930
168170833215856,36786020343
168170833215856,110938085622842
168170833215856,133468870046835
168170833215856,86505458090
168170833215856,92273036483
168170833215856,382651265048
168170833215856,374623305761
168170833215856,119164799807
168170833215856,8261258923
168170833215856,134512156591701
168170833215856,338122981393
168170833215856,234624980942
168170833215856,115589531820707
168170833215856,54971236771
168170833215856,131376260352637
168170833215856,267875289901288
132487270122267,54971236771
54912575666,410949642324498
54912575666,216281778404925
54912575666,195538113918940
54912575666,221224481394410
54912575666,495164637280739
54912575666,79209882917
54912575666,235877164588
54912575666,541679702628039
54912575666,149517935247742
54912575666,110605838970702
54912575666,279678448760878
54912575666,143100595738897
54912575666,527460360667292
54912575666,5120148605
54912575666,69027951736
54912575666,524190831069542
54912575666,575281589151776
54912575666,17337462361
54912575666,217490321606650
54912575666,32780088650
54912575666,151680104849735
54912575666,269910316647
54912575666,131376260352637
54912575666,122908054392375
54912575666,169299103121699
54912575666,15040467861
54912575666,78012062987
54912575666,57948068769
54912575666,96711692268
54912575666,255006034440
54912575666,109410923053
54912575666,9739297796
54912575666,175507880819
54912575666,31201006970
54912575666,44076542814
54912575666,130264797843
54912575666,199115496942725
54912575666,6665038402
54912575666,232259773557929
54912575666,108131759220127
54912575666,236878102993867
54912575666,140927759267259
54912575666,46737849289
54912575666,5660597307
54912575666,8367514340
54912575666,253358388011829
54912575666,7057882289
54912575666,30899502664
54912575666,142246372471145
54912575666,8762738724
54912575666,129562970446777
54912575666,205363692842479
54912575666,400507983311138
54912575666,606249199414870
54912575666,614158225303064
54912575666,326719157533529
54912575666,12383118425
54912575666,295118760517867
54912575666,296822727158101
54912575666,166359846851120
54912575666,402563783199702
54912575666,1423532354529181
54912575666,86505458090
54912575666,147861435274871
54912575666,604204622932870
54912575666,150629121625960
54912575666,1448364408720250
54912575666,314175748696885
54912575666,519024461482574
54912575666,398017433603400
54912575666,222444017865607
54912575666,348266389346
54912575666,285295944820608
54912575666,185700271460505
54912575666,172663226116619
54912575666,172169736134405
54912575666,54757196002
54912575666,120100478009378
54912575666,213727358717627
54912575666,202497139878080
54912575666,164706290259964
54912575666,241772145854850
54912575666,49994222883
54912575666,395629289195
54912575666,242793526642
54912575666,125342950826952
54912575666,200096500002125
54912575666,54971236771
54912575666,216106393331
54912575666,107925625300
54912575666,120606241333104
54912575666,353610595867
410949642324498,96711692268
410949642324498,86505458090
410949642324498,398017433603400
410949642324498,519024461482574
410949642324498,54912575666
410949642324498,54971236771
410949642324498,348266389346
216281778404925,398017433603400
216281778404925,235877164588
195538113918940,54912575666
195538113918940,54971236771
221224481394410,49994222883
221224481394410,614158225303064
221224481394410,395629289195
221224481394410,353610595867
221224481394410,185700271460505
221224481394410,125342950826952
221224481394410,166359846851120
221224481394410,15040467861
221224481394410,242793526642
221224481394410,213727358717627
221224481394410,54757196002
221224481394410,120100478009378
221224481394410,150629121625960
221224481394410,200096500002125
221224481394410,54971236771
221224481394410,54912575666
79209882917,495164637280739
79209882917,398017433603400
149517935247742,166359846851120
149517935247742,314175748696885
149517935247742,200096500002125
149517935247742,326719157533529
149517935247742,1423532354529181
149517935247742,353610595867
149517935247742,151680104849735
149517935247742,172169736134405
149517935247742,150629121625960
149517935247742,242793526642
149517935247742,107925625300
149517935247742,54971236771
149517935247742,54912575666
149517935247742,395629289195
279678448760878,235877164588
527460360667292,604204622932870
527460360667292,200096500002125
524190831069542,54971236771
575281589151776,17337462361
17337462361,575281589151776
151680104849735,150629121625960
15040467861,166359846851120
15040467861,1423532354529181
15040467861,130264797843
15040467861,49994222883
15040467861,54912575666
15040467861,12383118425
15040467861,107925625300
15040467861,54971236771
78012062987,131376260352637
78012062987,54912575666
78012062987,69027951736
78012062987,129562970446777
78012062987,175507880819
78012062987,255006034440
78012062987,31201006970
78012062987,44076542814
78012062987,151680104849735
78012062987,86505458090
78012062987,57948068769
78012062987,9739297796
78012062987,12383118425
78012062987,54971236771
57948068769,131376260352637
57948068769,150629121625960
57948068769,398017433603400
57948068769,519024461482574
57948068769,86505458090
57948068769,9739297796
57948068769,205363692842479
57948068769,54971236771
96711692268,606249199414870
96711692268,151680104849735
96711692268,398017433603400
96711692268,255006034440
96711692268,54912575666
96711692268,79209882917
96711692268,150629121625960
96711692268,495164637280739
96711692268,131376260352637
96711692268,31201006970
96711692268,129562970446777
96711692268,9739297796
96711692268,519024461482574
96711692268,86505458090
96711692268,54971236771
255006034440,519024461482574
255006034440,130264797843
9739297796,255006034440
175507880819,54971236771
31201006970,54971236771
31201006970,86505458090
44076542814,54971236771
44076542814,86505458090
44076542814,9739297796
232259773557929,216106393331
232259773557929,172663226116619
232259773557929,108131759220127
232259773557929,236878102993867
236878102993867,232259773557929
46737849289,54912575666
129562970446777,120100478009378
129562970446777,54912575666
129562970446777,31201006970
129562970446777,86505458090
129562970446777,54971236771
606249199414870,604204622932870
606249199414870,326719157533529
606249199414870,205363692842479
606249199414870,1423532354529181
606249199414870,120100478009378
606249199414870,614158225303064
606249199414870,166359846851120
606249199414870,402563783199702
606249199414870,54971236771
606249199414870,54912575666
614158225303064,6665038402
614158225303064,1423532354529181
614158225303064,120100478009378
614158225303064,606249199414870
614158225303064,402563783199702
326719157533529,200096500002125
326719157533529,131376260352637
326719157533529,614158225303064
326719157533529,54912575666
12383118425,54912575666
296822727158101,107925625300
296822727158101,326719157533529
296822727158101,172169736134405
296822727158101,1423532354529181
296822727158101,402563783199702
296822727158101,54912575666
166359846851120,150629121625960
166359846851120,12383118425
166359846851120,110605838970702
166359846851120,9739297796
166359846851120,519024461482574
166359846851120,1423532354529181
166359846851120,253358388011829
166359846851120,54912575666
402563783199702,326719157533529
402563783199702,1423532354529181
402563783199702,614158225303064
402563783199702,296822727158101
402563783199702,606249199414870
402563783199702,54912575666
1423532354529181,353610595867
1423532354529181,107925625300
1423532354529181,54971236771
1423532354529181,54912575666
86505458090,398017433603400
86505458090,96711692268
86505458090,150629121625960
86505458090,129562970446777
147861435274871,1423532354529181
147861435274871,1448364408720250
147861435274871,395629289195
147861435274871,200096500002125
147861435274871,353610595867
147861435274871,54971236771
147861435274871,54912575666
604204622932870,151680104849735
604204622932870,326719157533529
604204622932870,150629121625960
604204622932870,614158225303064
604204622932870,606249199414870
604204622932870,166359846851120
604204622932870,200096500002125
604204622932870,402563783199702
604204622932870,1423532354529181
604204622932870,54912575666
150629121625960,200096500002125
150629121625960,107925625300
150629121625960,120100478009378
150629121625960,54971236771
150629121625960,151680104849735
314175748696885,395629289195
314175748696885,296822727158101
314175748696885,54912575666
314175748696885,172663226116619
519024461482574,54912575666
519024461482574,202497139878080
519024461482574,166359846851120
519024461482574,9739297796
398017433603400,79209882917
398017433603400,54971236771
398017433603400,54912575666
222444017865607,166359846851120
222444017865607,49994222883
222444017865607,326719157533529
222444017865607,606249199414870
222444017865607,402563783199702
222444017865607,241772145854850
222444017865607,107925625300
222444017865607,125342950826952
222444017865607,164706290259964
222444017865607,200096500002125
222444017865607,54971236771
222444017865607,172169736134405
222444017865607,213727358717627
222444017865607,216106393331
222444017865607,395629289195
222444017865607,353610595867
222444017865607,54912575666
185700271460505,54912575666
185700271460505,402563783199702
185700271460505,54971236771
185700271460505,120100478009378
185700271460505,125342950826952
172663226116619,236878102993867
172663226116619,241772145854850
172663226116619,222444017865607
172663226116619,314175748696885
172663226116619,200096500002125
172663226116619,54912575666
172663226116619,216106393331
172169736134405,353610595867
172169736134405,604204622932870
172169736134405,151680104849735
172169736134405,235877164588
172169736134405,54971236771
172169736134405,54912575666
54757196002,54912575666
54757196002,120100478009378
54757196002,6665038402
54757196002,54971236771
120100478009378,150629121625960
120100478009378,614158225303064
120100478009378,54912575666
120100478009378,185700271460505
213727358717627,172663226116619
213727358717627,222444017865607
213727358717627,253358388011829
213727358717627,54971236771
213727358717627,353610595867
213727358717627,395629289195
213727358717627,200096500002125
213727358717627,125342950826952
213727358717627,216106393331
213727358717627,107925625300
213727358717627,54912575666
202497139878080,519024461482574
202497139878080,129562970446777
202497139878080,395629289195
202497139878080,107925625300
202497139878080,54912575666
202497139878080,54971236771
202497139878080,86505458090
164706290259964,395629289195
241772145854850,353610595867
241772145854850,125342950826952
241772145854850,130264797843
241772145854850,200096500002125
241772145854850,216106393331
241772145854850,395629289195
241772145854850,107925625300
241772145854850,54912575666
49994222883,606249199414870
49994222883,614158225303064
49994222883,222444017865607
49994222883,221224481394410
49994222883,296822727158101
49994222883,402563783199702
49994222883,1448364408720250
49994222883,151680104849735
49994222883,213727358717627
49994222883,395629289195
49994222883,86505458090
49994222883,353610595867
49994222883,54912575666
49994222883,54971236771
395629289195,353610595867
395629289195,130264797843
395629289195,129562970446777
395629289195,1423532354529181
395629289195,149517935247742
395629289195,54757196002
395629289195,222444017865607
395629289195,15040467861
395629289195,172169736134405
395629289195,242793526642
395629289195,107925625300
395629289195,164706290259964
395629289195,202497139878080
395629289195,54971236771
395629289195,200096500002125
395629289195,150629121625960
395629289195,125342950826952
395629289195,54912575666
395629289195,185700271460505
125342950826952,54912575666
125342950826952,107925625300
125342950826952,185700271460505
125342950826952,54971236771
200096500002125,527460360667292
200096500002125,604204622932870
200096500002125,54912575666
216106393331,140927759267259
216106393331,1423532354529181
216106393331,402563783199702
216106393331,46737849289
216106393331,222444017865607
216106393331,236878102993867
216106393331,108131759220127
216106393331,232259773557929
216106393331,314175748696885
216106393331,199115496942725
216106393331,130264797843
216106393331,44076542814
216106393331,54971236771
216106393331,31201006970
216106393331,175507880819
216106393331,9739297796
216106393331,109410923053
216106393331,54912575666
216106393331,255006034440
216106393331,96711692268
216106393331,54757196002
216106393331,57948068769
216106393331,78012062987
216106393331,15040467861
107925625300,130264797843
107925625300,150629121625960
107925625300,15040467861
107925625300,54971236771
107925625300,54912575666
107925625300,1423532354529181
120606241333104,54912575666
353610595867,398017433603400
353610595867,614158225303064
353610595867,402563783199702
353610595867,1423532354529181
353610595867,107925625300
353610595867,151680104849735
353610595867,54971236771
353610595867,395629289195
353610595867,54912575666
